amount,transaction_hour,transactions_last_10min,failed_attempts,new_device,location_change,account_age_days,previous_chargebacks,ip_repeat_count,merchant_tx_per_min,failure_rate_5m,fraud
2570.71,8,2,2,1,0,141,0,1,24.36,4.39,0
11734.89,1,2,0,0,0,514,0,0,19.08,8.06,0
5445.51,16,3,1,0,0,235,0,2,21.17,4.7,0
3172.6,13,3,0,0,0,924,0,2,16.81,2.15,0
5251.21,15,3,0,0,0,56,0,1,15.76,3.75,0
28241.93,9,3,1,0,0,147,0,0,16.58,4.01,0
32235.69,6,1,2,0,0,82,0,1,30.83,16.82,1
3916.09,14,3,2,0,0,195,0,2,22.25,10.24,0
4307.88,5,2,0,0,0,228,0,0,31.58,5.45,0
11271.72,19,3,0,0,1,349,0,3,26.49,2.91,0
1498.25,16,4,2,0,0,348,0,2,27.38,13.89,1
5165.33,23,0,2,1,0,436,0,0,23.56,3.29,0
3543.41,0,2,0,0,0,394,0,2,18.65,3.79,0
5062.44,14,7,1,0,0,432,0,1,19.93,8.89,0
1517.72,13,1,3,0,0,159,0,0,22.53,3.97,0
686.05,20,2,0,0,0,200,0,2,10.4,5.0,0
412.97,10,2,0,0,0,449,0,0,15.28,6.07,0
1126.36,22,2,0,0,0,251,0,1,6.68,2.7,0
2249.34,5,1,1,0,0,334,0,2,15.46,7.83,0
2676.19,20,4,0,1,0,138,0,1,22.22,5.27,0
27836.2,12,2,0,0,0,1012,0,3,22.19,12.04,0
11629.42,22,1,0,0,0,330,0,1,13.47,10.44,0
1325.84,5,2,1,0,1,721,0,1,11.8,7.17,0
5245.33,6,3,1,1,0,98,0,1,17.01,6.11,0
2374.56,13,5,1,0,0,518,0,0,20.15,7.01,0
2701.11,13,3,2,0,1,675,0,2,26.46,3.03,0
4423.08,3,3,0,0,0,261,0,4,21.64,7.51,0
6975.29,15,2,1,0,0,130,0,0,12.29,14.61,0
2549.82,9,5,0,0,0,428,0,5,8.67,4.51,0
11126.05,3,5,0,0,0,246,0,0,20.65,4.28,0
1097.69,12,2,0,0,1,606,0,2,20.93,4.92,0
3665.27,16,1,0,1,0,685,0,2,21.31,7.66,0
55690.09,0,1,0,0,0,72,0,1,16.36,7.28,0
4601.94,22,3,0,0,0,155,0,1,21.98,3.91,0
16397.35,14,5,0,0,0,119,0,0,15.24,1.51,0
4008.19,6,1,0,0,1,55,0,1,14.34,0.85,0
6699.69,18,4,0,0,0,1009,0,0,22.67,4.58,0
3430.21,20,4,0,1,0,14,0,2,21.66,3.4,0
3044.44,22,4,1,0,0,1166,0,1,12.85,1.92,0
1606.07,18,1,1,0,1,722,0,1,22.1,4.41,0
5720.53,4,3,0,0,0,103,0,0,8.92,1.68,0
1489.04,3,3,0,0,0,237,0,0,17.35,1.58,0
7323.65,5,2,1,0,0,575,0,2,32.17,10.88,0
11379.3,21,3,0,1,0,526,0,0,8.75,5.43,0
5350.03,7,7,2,0,0,637,1,4,9.31,7.17,1
2695.77,7,3,1,0,0,325,0,5,8.74,3.83,0
5864.45,21,2,1,0,0,329,1,2,25.08,1.45,0
2633.04,4,1,1,0,0,230,0,3,23.4,11.76,0
9723.73,9,5,2,0,0,422,0,2,10.92,4.05,0
532.2,7,4,0,0,1,87,0,3,14.04,1.12,0
2559.62,7,3,0,0,0,690,0,1,14.44,8.84,0
450.18,14,4,1,1,0,518,0,2,31.15,2.31,0
757.62,17,2,1,0,0,632,0,0,22.4,9.06,0
15245.74,6,1,0,0,1,77,0,2,10.29,15.64,1
9320.25,0,2,3,0,0,981,0,1,16.36,9.16,1
1710.51,15,2,3,0,0,25,0,1,24.98,6.46,0
751.73,13,2,1,0,0,450,0,0,22.04,2.45,0
161.94,15,1,1,0,0,171,0,5,14.52,7.5,0
2057.67,10,2,1,0,0,352,0,6,18.27,5.03,0
46232.38,18,3,4,0,1,586,0,1,18.34,4.41,1
5748.12,14,2,2,0,0,1165,2,2,20.28,13.84,1
2023.23,18,0,1,0,0,426,0,0,27.72,2.79,0
5933.29,17,2,0,0,0,372,0,0,19.44,1.08,0
706.97,11,4,0,0,0,481,0,1,12.68,3.54,0
2664.6,7,4,1,0,0,420,0,0,18.38,2.75,0
4041.82,13,1,0,0,0,585,0,1,18.25,7.97,0
3326.23,15,7,1,0,0,242,0,2,16.31,14.86,1
8352.75,13,2,1,0,0,455,0,0,16.14,1.07,0
5228.49,12,3,1,0,0,364,1,2,22.68,8.17,1
7344.76,8,0,0,1,0,501,0,3,20.78,0.31,0
1767.3,3,3,1,0,0,382,0,3,11.14,20.4,1
9346.02,10,2,0,0,0,197,0,1,17.84,1.02,0
20138.4,21,3,1,0,0,1108,1,1,24.38,6.8,0
1314.67,17,2,1,0,0,625,0,0,25.29,4.15,0
1433.56,18,4,1,0,0,420,0,0,18.14,9.71,0
14802.83,17,3,1,0,0,490,0,0,8.44,2.62,0
2978.24,22,2,0,0,0,291,0,3,18.5,8.6,0
15899.02,5,2,0,0,0,732,0,2,22.51,6.2,0
2287.78,17,2,1,0,0,240,0,3,17.13,8.53,0
16777.56,1,3,0,0,0,269,0,0,23.61,9.49,0
4179.97,5,4,1,1,0,1128,0,0,14.58,1.69,0
4774.96,0,1,0,0,0,96,0,0,18.92,2.41,0
18825.24,10,4,0,0,0,379,0,1,23.11,6.29,0
2490.26,3,5,1,0,0,472,0,0,19.83,6.04,0
1355.36,9,2,1,0,1,668,0,0,22.62,8.97,0
2273.34,3,4,1,0,0,284,0,1,5.77,2.11,0
5854.41,0,1,2,0,0,486,0,0,9.46,9.07,0
703.42,11,2,1,0,0,424,0,0,22.14,12.47,0
7110.62,9,4,1,0,0,308,0,1,19.33,2.6,0
2067.9,10,3,0,0,0,331,0,3,7.48,10.3,0
12151.44,8,6,0,0,0,247,0,1,21.01,1.06,0
294.72,9,1,0,1,0,197,1,0,16.95,11.85,1
1594.17,0,4,0,0,0,285,0,1,13.47,3.52,0
619.68,11,1,0,0,0,328,0,1,18.3,11.22,0
1529.14,20,4,2,0,1,425,0,1,17.99,10.79,1
4722.29,3,1,0,0,0,415,0,2,11.57,2.26,0
3016.38,3,2,0,0,0,305,0,1,11.81,10.14,0
2790.44,18,2,1,0,0,553,0,1,19.51,2.11,0
3080.53,12,3,0,0,1,38,0,1,7.15,16.8,1
4507.77,6,3,1,0,0,144,0,0,21.4,0.9,0
1262.74,18,1,1,1,0,259,0,3,4.34,1.29,0
7647.94,7,0,2,0,0,1068,0,1,16.24,6.3,0
7301.24,14,0,2,0,0,494,0,4,16.83,4.76,0
5455.01,13,1,1,0,0,363,0,2,12.84,10.57,0
6531.29,4,2,0,0,0,284,0,2,18.19,1.23,0
4970.32,18,1,1,0,0,1020,0,3,14.36,4.53,0
30847.99,14,2,0,0,0,660,0,2,12.43,2.38,0
3322.76,5,0,2,0,0,445,0,1,16.29,2.36,0
2637.44,18,8,1,1,0,631,1,0,25.76,6.12,1
1650.44,14,1,1,0,0,317,0,0,17.06,5.8,0
1231.67,20,1,0,0,1,54,0,2,14.48,0.73,0
985.65,19,1,0,0,0,100,0,1,18.56,5.11,0
1431.91,7,2,0,0,0,489,0,1,17.41,12.53,0
3380.52,22,5,0,0,0,185,1,1,15.96,2.58,0
5171.97,0,2,0,0,0,710,0,1,25.01,11.09,0
3841.81,8,2,0,1,1,35,0,0,32.49,7.98,0
1629.76,14,3,0,0,0,330,0,3,26.39,0.47,0
9369.3,12,4,1,0,0,410,1,2,29.25,2.78,0
7913.96,5,5,0,0,0,183,0,1,11.29,6.3,0
3079.03,4,4,0,0,0,518,0,3,13.08,4.53,0
1834.34,18,5,3,0,0,299,0,2,27.06,9.14,1
6475.94,21,0,1,0,0,451,0,1,15.49,6.3,0
4435.4,16,3,0,0,0,403,0,0,21.75,11.03,0
795.89,12,1,1,0,0,527,0,3,15.94,12.9,0
3390.12,18,2,2,0,1,650,0,0,21.59,4.87,0
4794.08,5,7,0,0,0,647,0,2,18.51,4.04,0
1415.62,23,4,0,0,0,117,0,0,10.73,5.5,0
4444.11,2,2,1,0,0,87,0,0,17.79,5.75,0
790.32,14,2,1,0,0,1361,0,0,9.65,3.27,0
14809.07,8,4,0,0,0,269,0,0,23.78,16.29,1
13498.68,21,5,2,0,0,92,0,2,20.51,3.3,0
2792.96,5,2,2,0,0,124,0,1,17.18,1.52,0
5332.78,15,2,2,0,1,179,0,1,18.52,17.21,1
289.91,3,3,1,0,0,227,0,0,18.61,14.53,0
1081.21,4,0,0,1,0,184,0,1,19.19,11.94,0
2674.54,9,1,0,0,0,182,0,2,6.62,0.14,0
1181.17,19,2,2,1,0,359,0,1,15.81,4.51,0
7708.79,6,2,1,0,0,565,0,0,11.06,1.37,0
29648.34,16,5,0,0,1,611,0,3,14.22,0.52,0
1058.44,13,0,3,0,0,162,1,0,22.1,4.71,1
1511.21,23,3,0,0,0,540,1,0,30.7,14.34,1
4662.1,7,3,0,1,1,593,0,0,15.63,5.63,0
19765.08,5,3,1,0,0,596,0,1,18.8,16.7,1
1008.79,21,2,2,0,0,165,0,1,23.8,6.96,0
4729.09,7,2,1,0,0,111,0,0,24.74,3.58,0
24645.85,5,3,1,0,0,519,0,1,16.02,4.38,0
642.68,19,2,0,0,0,284,0,1,23.95,2.65,0
948.5,19,1,0,0,0,234,0,2,25.42,6.48,0
2333.71,1,4,1,0,1,136,0,0,23.95,7.1,0
2107.76,20,2,1,1,0,59,1,1,11.46,3.13,0
8546.11,15,1,0,0,0,129,0,0,16.99,14.28,0
4692.6,6,3,1,0,0,192,0,3,18.64,3.48,0
564.7,12,4,0,0,0,119,1,1,21.86,6.33,0
6255.28,5,1,2,0,0,434,0,0,20.96,5.39,0
1985.42,4,2,0,0,0,135,0,1,21.69,1.49,0
13879.52,3,5,1,1,1,39,0,1,15.58,3.15,0
1883.78,3,3,0,0,0,693,3,1,5.13,7.77,1
1866.0,13,2,0,0,0,283,0,5,16.32,1.94,0
6426.52,19,1,0,1,0,542,0,0,19.85,13.49,0
8111.78,11,5,0,1,0,517,0,0,31.36,12.94,1
5828.44,0,3,1,0,0,141,0,2,19.12,8.87,0
620.25,10,5,1,0,0,164,0,4,13.48,1.71,0
6405.65,17,5,0,1,0,343,0,3,27.91,5.03,0
1229.03,20,3,1,1,0,72,0,1,20.06,6.77,0
4661.25,17,3,2,0,0,140,0,1,28.22,6.4,0
816.54,8,2,0,0,1,223,0,2,17.93,3.53,0
5817.57,15,2,1,0,0,356,0,1,23.84,3.12,0
1560.98,1,1,1,0,0,104,2,0,18.37,3.82,1
946.94,9,4,0,0,0,691,0,1,22.61,2.0,0
7704.12,12,5,0,0,0,279,0,2,18.92,3.99,0
4692.53,0,1,1,0,1,169,0,1,9.67,5.1,0
1910.89,0,2,1,0,0,744,0,1,23.64,1.21,0
16709.59,19,2,0,0,0,183,0,0,14.87,3.53,0
2292.31,5,3,1,0,0,179,2,1,19.94,6.01,1
3765.79,3,0,0,0,0,404,0,1,24.41,4.32,0
4828.83,14,3,0,0,0,19,0,1,9.02,8.64,0
1899.51,6,3,0,0,0,209,0,2,23.0,1.16,0
5971.14,23,0,0,0,0,499,0,0,22.69,6.15,0
2079.48,22,4,0,0,0,189,0,3,20.25,2.35,0
2363.22,19,2,1,1,0,555,0,0,21.33,3.37,0
15226.23,7,2,0,1,1,289,0,3,19.01,6.41,0
1220.95,21,3,1,0,0,553,0,0,14.5,2.6,0
289.04,6,3,0,0,0,409,0,0,11.15,3.37,0
19761.36,5,3,0,0,0,566,0,3,27.27,9.71,0
52933.64,23,0,0,0,0,111,0,1,20.21,5.58,0
2379.08,16,3,0,0,0,460,0,1,13.92,5.38,0
476.43,2,3,1,0,0,270,0,2,23.73,1.48,0
2628.04,21,5,1,0,0,333,0,1,18.42,6.88,0
2695.84,3,4,0,0,0,59,0,1,22.68,5.42,0
2982.69,16,2,1,0,0,730,0,1,16.33,9.19,0
1131.1,10,4,0,1,1,490,1,1,17.76,3.78,1
6691.14,0,1,0,0,0,173,0,1,6.77,11.0,0
6315.31,18,3,0,1,0,125,0,1,11.77,0.71,0
758.14,16,6,1,0,1,951,0,2,19.47,3.64,0
7586.73,21,0,0,0,1,155,0,1,12.15,6.24,0
31423.75,14,0,1,1,0,710,0,1,14.53,9.11,0
4361.44,18,2,0,0,0,400,0,4,17.51,10.67,0
2555.0,21,3,0,0,0,363,0,2,15.93,1.32,0
3136.61,23,7,1,1,0,263,0,1,19.39,4.33,0
6946.68,13,2,0,0,0,109,0,0,19.72,6.89,0
591.58,0,6,0,0,0,612,1,1,22.32,16.31,1
4326.92,8,1,2,0,0,334,0,3,25.07,12.73,1
2416.35,14,3,1,0,0,202,0,2,19.69,0.91,0
25341.95,2,6,0,0,0,405,0,3,20.11,11.65,1
3032.43,2,1,0,0,1,338,0,1,23.2,4.98,0
20979.1,9,1,1,1,1,271,0,0,15.26,6.55,0
1142.61,21,3,2,0,0,1079,0,1,8.69,0.59,0
6745.44,7,3,0,1,0,601,0,0,17.21,13.19,0
5091.72,22,5,1,0,0,172,0,4,20.8,4.91,0
1461.91,19,2,0,1,0,201,0,2,13.65,4.12,0
4386.41,7,2,0,1,0,182,0,1,8.82,7.23,0
13005.72,5,3,2,0,0,1291,0,3,8.43,4.55,0
2591.57,19,4,1,1,1,768,0,2,21.88,5.69,0
616.12,18,7,0,0,0,615,0,0,25.32,5.15,0
3574.42,15,4,0,1,0,606,1,0,31.48,1.09,0
1411.57,23,0,0,1,0,928,0,0,23.3,4.12,0
2541.58,2,2,0,0,0,185,0,2,19.39,3.87,0
3342.03,9,4,2,0,0,151,2,0,17.8,8.75,1
607.33,14,2,0,0,0,336,1,2,13.81,5.04,0
667.51,1,4,1,1,0,1054,0,2,21.86,4.62,0
6040.07,23,2,2,0,0,528,0,0,19.38,11.09,0
2103.05,13,2,0,0,0,293,0,1,24.71,5.51,0
246.42,7,6,2,0,0,236,0,3,10.72,3.05,0
8300.63,5,1,2,0,0,389,0,2,17.38,12.89,1
4846.38,0,1,0,0,1,281,0,3,13.42,2.79,0
1720.61,14,3,0,0,0,109,0,1,32.27,0.61,0
913.54,23,2,0,0,0,205,0,0,23.38,9.83,0
8756.91,0,1,0,0,0,21,0,1,16.3,25.0,1
5254.38,9,7,0,1,0,713,0,1,16.03,6.02,0
44432.76,15,3,0,0,0,591,0,3,16.59,13.4,0
5660.11,10,3,0,0,0,1086,0,0,25.38,0.48,0
5470.3,15,4,1,1,0,894,1,3,18.93,10.64,1
3055.58,17,10,0,1,0,1077,1,2,14.89,8.54,1
8583.65,23,3,0,0,0,168,0,1,18.55,4.73,0
7018.74,14,3,1,0,0,242,0,1,13.32,6.32,0
13552.3,17,2,1,0,0,186,0,2,12.14,4.55,0
2106.14,7,0,0,1,0,308,0,2,15.4,2.31,0
2304.97,3,2,1,0,1,983,0,2,17.45,10.17,1
2201.6,2,4,0,0,0,529,0,0,9.24,7.47,0
8352.71,2,1,1,0,0,96,1,2,16.58,10.92,1
17558.5,19,1,0,0,0,1066,1,3,18.44,2.05,0
2248.95,0,2,2,0,0,802,0,0,24.69,3.92,0
2330.85,11,4,0,0,0,641,0,1,32.71,0.29,0
5063.34,14,1,1,0,0,272,0,0,14.63,5.04,0
2812.84,16,0,2,0,0,220,0,1,25.65,5.56,0
9893.73,1,2,2,0,0,229,0,0,14.83,1.77,0
342.28,20,3,0,0,0,40,0,5,25.66,6.45,0
1528.37,10,3,1,0,0,68,0,3,17.09,5.57,0
1601.13,0,1,1,0,0,643,0,1,21.57,6.95,0
318.5,3,3,0,1,0,472,0,1,23.8,3.68,0
1323.69,20,3,2,0,0,434,0,0,13.45,12.57,1
1392.82,22,2,0,0,0,267,0,0,12.34,6.36,0
2947.88,18,1,0,0,0,372,0,1,11.98,1.86,0
11714.87,8,1,0,0,0,178,0,1,9.47,2.78,0
2814.91,22,1,1,0,1,163,0,0,34.3,15.19,1
1233.54,6,1,1,0,0,296,0,1,18.08,6.43,0
3429.6,5,0,0,0,0,658,0,3,14.27,5.37,0
10955.89,18,2,0,0,0,476,0,1,20.86,8.45,0
1306.68,7,5,0,0,0,280,0,3,15.0,8.57,0
1399.54,12,0,3,0,0,349,0,2,4.63,2.74,0
6545.13,15,0,0,0,0,166,0,2,14.74,7.95,0
2885.31,3,2,2,1,0,376,0,1,22.03,3.46,0
7185.78,22,6,0,0,0,283,0,2,14.43,5.71,0
3589.15,3,6,0,1,0,748,0,1,12.29,2.71,0
7606.41,23,2,0,0,0,778,0,3,15.32,0.31,0
1228.03,6,3,0,0,0,358,2,1,19.15,4.86,0
3595.04,10,1,0,0,0,505,0,2,29.7,4.07,0
2918.36,6,2,0,1,0,423,0,2,21.04,3.91,0
1015.68,12,2,1,0,0,56,1,2,15.33,3.16,0
705.11,0,1,1,0,0,720,0,2,18.16,2.69,0
7480.36,4,1,1,1,0,646,0,3,13.57,9.61,0
2518.7,12,0,1,0,0,107,0,3,24.33,5.98,0
1244.65,16,3,0,0,0,618,0,1,18.99,6.98,0
3291.22,23,3,1,0,0,92,0,2,16.28,10.76,0
11901.5,20,2,0,0,0,217,0,2,19.37,1.52,0
332.03,22,1,2,0,0,784,0,0,21.21,3.84,0
756.37,19,2,0,0,0,613,0,3,10.24,11.9,0
1381.56,18,1,0,0,0,315,0,2,13.03,3.9,0
16885.96,8,2,1,0,0,170,0,1,13.47,3.91,0
4898.66,21,4,0,0,1,499,0,2,22.93,10.78,0
8149.27,23,1,2,0,0,314,0,1,22.59,4.28,0
1099.74,12,2,1,0,0,141,0,1,20.87,8.36,0
1123.82,2,2,0,0,1,550,1,2,10.23,6.4,1
5826.69,1,2,0,1,0,292,0,3,26.78,5.95,0
3870.69,11,2,0,0,0,138,0,1,20.26,7.97,0
6478.06,15,2,2,0,0,996,0,0,12.86,5.33,0
2989.75,13,5,1,0,1,1476,0,0,14.46,1.66,0
4875.86,21,1,3,0,0,624,0,2,12.21,10.75,1
4298.52,12,2,0,0,0,395,0,0,22.66,1.62,0
8239.18,15,4,1,1,1,377,0,0,9.16,0.99,0
8496.07,18,2,0,0,0,393,0,2,20.32,16.28,0
664.57,21,3,1,1,0,176,0,1,21.38,4.7,0
343.91,14,2,1,0,0,358,0,2,16.16,3.44,0
10423.65,13,7,2,1,0,230,0,1,21.46,6.81,1
12671.51,1,8,0,0,0,582,0,2,31.9,8.4,1
1246.81,15,1,0,0,0,46,0,0,7.99,4.1,0
516.55,4,2,0,1,0,453,0,3,18.68,7.25,0
4039.95,8,1,0,1,0,344,1,0,5.34,3.12,0
9675.77,12,2,0,0,0,992,0,1,2.98,4.97,0
24040.0,1,3,0,0,0,587,0,2,13.55,3.72,0
6261.11,16,5,1,0,0,338,0,1,14.35,9.05,0
2464.38,6,3,1,0,0,367,0,1,24.78,0.93,0
1425.41,12,4,2,0,0,650,0,2,23.06,3.12,0
3684.99,8,4,0,0,0,281,0,1,10.72,9.9,0
2659.18,8,3,0,0,0,618,0,1,22.0,19.82,1
1254.11,9,3,0,0,0,405,0,2,21.11,1.77,0
31294.37,1,8,0,0,0,255,0,2,26.39,11.89,1
23728.37,4,2,0,0,0,161,0,0,27.38,3.42,0
12002.27,18,5,0,0,0,265,0,2,22.51,4.46,0
1384.52,2,2,0,0,0,321,1,3,13.96,0.3,0
8935.35,11,2,1,0,0,166,0,0,10.64,8.76,0
7126.73,3,5,1,0,0,336,0,1,13.18,8.77,0
5794.55,12,3,1,1,0,420,0,1,22.14,13.75,1
13523.02,15,5,1,0,0,87,0,1,23.14,6.96,0
7094.96,11,2,0,0,0,377,0,0,15.83,5.38,0
7918.96,18,2,0,1,0,1580,0,2,11.39,0.22,0
7106.4,6,0,2,0,0,438,0,0,19.4,1.53,0
5207.37,13,3,0,0,1,310,0,2,20.92,8.3,0
559.59,6,3,2,0,0,71,1,2,13.52,6.58,1
3975.09,12,2,0,0,0,483,0,2,14.21,8.12,0
2030.42,1,5,1,0,0,991,0,2,21.49,6.4,0
949.72,6,1,0,0,0,116,1,0,15.83,2.87,0
21288.18,16,5,2,0,0,156,0,2,9.19,9.61,1
22369.31,18,1,0,0,0,437,0,0,24.01,11.33,0
15171.62,6,4,0,1,0,905,0,3,20.37,4.74,0
4759.86,6,1,0,0,0,73,0,2,10.46,10.17,0
15035.3,7,1,1,0,1,707,0,2,12.01,5.08,0
3687.32,6,4,0,0,0,219,1,0,20.05,1.05,0
4504.97,23,1,1,0,0,633,0,0,7.42,6.33,0
1155.0,15,3,0,0,0,1046,0,2,20.54,2.27,0
5523.91,9,1,1,0,0,206,0,1,20.49,17.03,0
3879.28,11,1,1,0,0,361,0,1,22.87,7.93,0
927.24,12,2,1,0,0,816,0,2,21.95,4.55,0
3450.39,13,3,2,0,1,443,0,2,11.4,7.93,1
3348.55,9,4,0,0,0,280,0,2,24.03,0.31,0
24039.15,23,2,1,0,0,111,0,4,12.19,6.96,0
9310.74,6,6,1,0,0,138,0,1,3.44,14.57,1
3684.97,10,0,0,0,0,394,0,2,15.93,9.26,0
4727.85,0,3,0,1,0,364,0,2,12.77,2.26,0
3813.96,11,1,1,0,0,255,0,3,16.12,8.67,0
2942.28,20,5,0,0,0,465,0,0,16.93,7.27,0
1168.47,23,5,1,0,1,498,1,0,13.25,13.63,1
3106.95,11,7,0,1,0,410,1,1,10.89,5.92,1
1663.36,3,2,1,0,0,328,0,1,15.41,6.62,0
979.62,17,0,3,0,0,184,0,2,18.32,7.31,0
6227.83,15,3,1,1,0,525,0,0,13.3,3.86,0
5490.79,23,2,3,0,0,508,0,1,24.53,4.47,0
557.78,12,5,0,0,0,591,0,1,19.77,0.57,0
3200.88,0,1,0,0,0,387,0,3,23.51,6.86,0
10357.71,21,6,2,1,0,295,1,1,24.61,5.08,1
11072.11,16,4,1,0,0,421,0,1,14.35,1.64,0
10690.69,19,4,1,1,0,105,1,0,4.75,3.91,0
3792.8,2,5,1,0,0,39,0,2,25.96,5.71,0
1499.22,10,1,0,0,0,803,0,1,29.53,12.39,0
1166.91,10,3,2,0,0,687,0,3,21.53,3.67,0
5228.27,6,1,1,0,0,515,0,0,16.57,2.73,0
5422.13,20,2,1,0,0,291,0,2,11.42,6.74,0
14068.56,4,5,1,0,0,376,0,2,23.35,7.84,0
11556.21,1,4,0,0,0,349,0,0,9.39,4.72,0
3168.96,5,3,0,0,0,117,0,0,15.57,3.92,0
985.93,23,3,1,0,0,570,0,0,8.86,1.8,0
2604.35,2,2,3,0,0,321,0,3,19.02,3.6,0
4573.77,13,3,3,0,1,150,0,2,31.65,5.36,1
2944.85,4,1,0,1,0,663,0,1,12.31,4.15,0
1984.68,9,7,1,0,0,47,0,2,23.68,5.75,0
4748.24,13,2,2,1,0,352,0,0,20.62,3.72,0
2144.89,0,2,0,0,0,172,0,2,13.32,6.87,0
1882.83,5,3,0,0,0,190,0,0,21.09,4.25,0
5049.4,14,1,0,1,0,104,0,1,20.64,9.11,0
2387.27,0,5,0,0,0,956,0,1,18.75,6.51,0
4704.66,11,1,0,0,0,575,0,2,19.0,7.8,0
4850.63,14,2,1,0,1,930,0,1,9.96,13.92,1
1100.59,5,5,0,1,0,81,0,1,16.97,8.87,0
2196.67,3,2,1,0,0,170,0,2,15.5,6.78,0
16476.09,11,2,1,0,0,280,0,2,13.64,3.49,0
1074.72,17,3,1,0,0,423,0,1,3.68,15.84,0
394.46,0,4,0,1,0,392,0,1,11.71,7.19,0
515.46,8,2,0,0,0,72,0,1,14.51,10.85,0
3753.96,23,2,0,0,0,164,0,2,15.12,2.88,0
3761.09,8,2,0,0,0,273,0,1,11.86,6.02,0
3217.98,7,4,0,0,0,500,0,0,13.56,4.48,0
13028.56,17,3,0,0,0,500,0,0,13.7,3.69,0
219.98,11,1,0,1,0,499,0,1,29.99,3.07,0
5517.78,9,6,1,0,0,519,0,1,13.99,2.09,0
18760.52,18,3,3,0,0,1065,0,1,18.26,3.67,0
1114.13,0,2,0,0,0,877,1,2,17.03,6.66,0
2443.54,17,8,3,0,0,655,0,0,16.35,3.29,1
1651.54,9,4,0,0,1,182,0,1,26.33,19.0,1
1423.59,21,5,1,0,0,724,0,2,26.77,6.71,0
2584.86,17,0,0,0,0,137,0,2,17.74,4.3,0
16299.01,22,1,0,0,0,113,0,0,18.49,0.92,0
25065.71,3,2,0,0,0,204,0,3,16.9,7.25,0
2558.72,4,3,1,0,0,599,0,2,19.76,2.98,0
26911.61,21,2,0,0,0,151,0,1,15.65,11.92,0
3779.53,9,6,0,0,0,352,0,0,16.2,7.97,0
22956.94,19,3,0,1,0,518,1,3,17.43,7.45,0
3301.18,16,2,1,0,0,838,0,0,19.83,5.11,0
4178.1,11,0,0,0,0,788,0,2,16.86,3.43,0
5344.1,1,1,3,0,0,922,0,2,25.68,9.62,1
102518.28,1,2,2,0,0,660,0,4,20.69,4.55,1
8900.39,17,1,1,0,0,605,0,1,16.77,5.84,0
1732.59,2,4,1,0,0,279,0,1,36.23,5.77,0
10071.33,0,0,0,1,0,190,0,0,25.16,4.07,0
2490.09,5,2,0,0,0,186,0,3,20.02,7.17,0
2177.13,21,2,0,1,0,745,0,0,20.7,3.5,0
9452.47,15,4,1,0,0,313,0,0,21.64,1.35,0
3761.75,17,4,0,0,0,293,0,2,25.09,1.46,0
4878.07,15,1,1,0,1,353,0,1,27.05,7.11,0
3694.81,13,1,3,0,0,1189,0,1,15.15,9.42,1
5184.41,6,4,0,0,0,112,0,1,6.01,5.86,0
5688.57,10,3,1,0,0,430,0,2,13.19,1.19,0
476.37,13,2,0,0,1,72,0,0,15.38,11.26,0
7331.25,23,4,1,1,0,950,0,2,19.18,8.21,0
1298.39,21,3,1,0,0,610,0,1,19.96,2.0,0
800.78,17,2,1,1,0,55,0,0,20.07,2.53,0
3424.35,19,3,0,0,0,173,1,1,26.74,4.63,0
3976.59,19,2,1,1,0,226,0,2,14.06,6.91,0
1757.8,16,1,0,0,0,244,2,1,25.77,2.66,0
8713.1,19,1,0,0,0,300,0,0,17.93,13.22,0
889.55,1,6,2,0,0,462,0,1,22.58,2.59,0
2374.9,0,1,1,1,0,324,0,0,23.59,1.47,0
1970.18,10,0,0,0,0,211,0,2,16.7,6.04,0
3467.13,1,3,0,0,0,655,0,1,20.21,1.57,0
4879.55,8,2,0,1,0,162,1,2,13.62,1.01,0
1263.59,4,2,0,0,0,819,0,1,11.36,8.79,0
7789.23,22,3,0,0,0,1093,0,2,15.66,6.28,0
3889.95,15,3,0,0,0,1197,0,0,10.4,4.47,0
499.42,1,4,2,0,0,123,0,0,15.84,6.73,0
465.67,14,3,0,0,0,242,0,3,22.93,22.28,1
3594.16,17,0,1,0,1,705,0,2,13.98,3.75,0
2887.03,7,3,2,0,0,426,0,2,20.13,1.34,0
3266.29,21,3,0,0,0,275,0,1,16.59,6.49,0
3535.53,23,3,1,0,0,1015,0,5,18.89,13.34,0
4613.94,23,0,0,0,0,100,0,1,27.39,11.99,0
9848.08,2,1,1,0,0,237,0,2,29.76,12.31,1
1133.81,10,0,2,1,0,673,0,2,10.5,14.53,1
1063.62,18,1,3,0,0,646,1,1,20.41,0.53,1
1155.18,10,3,0,0,0,75,0,2,7.48,4.33,0
4931.32,11,2,0,0,0,62,0,0,24.72,5.51,0
13456.19,7,4,0,0,0,251,0,3,19.1,9.85,0
2314.83,10,1,3,0,0,287,0,2,19.61,9.43,0
263.28,16,1,1,0,0,491,0,0,2.0,8.78,0
608.38,0,8,0,1,0,27,0,2,16.87,3.26,1
1518.25,19,5,0,1,0,431,0,3,28.74,7.0,0
2027.15,17,3,1,0,0,362,0,2,21.03,6.53,0
2371.3,3,2,0,0,0,365,0,2,18.8,4.01,0
3791.47,18,2,0,0,0,142,0,2,25.92,4.36,0
2624.55,12,5,0,0,0,336,0,1,21.19,1.95,0
10957.8,7,4,0,0,1,307,0,0,10.11,12.77,0
